created_at,entities
2021-02-13 02:17:16+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '_BiteMyLips', 'name': 'que sera, sera 🌸', 'id': 358601221, 'id_str': '358601221', 'indices': [0, 12]}], 'urls': []}"
2021-02-13 02:17:40+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'brenae_nae', 'name': 'Maxine Shaw', 'id': 135288710, 'id_str': '135288710', 'indices': [0, 11]}], 'urls': []}"
2021-02-13 02:17:53+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'julia_ynez', 'name': 'Julia♓️', 'id': 2741147915, 'id_str': '2741147915', 'indices': [0, 11]}], 'urls': []}"
2021-02-13 02:18:04+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'funess_', 'name': 'Raquel✨🖤', 'id': 633223078, 'id_str': '633223078', 'indices': [0, 8]}], 'urls': []}"
2021-02-13 02:18:17+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'aGeorgiaVibe', 'name': 'ɐuuɐʎɹ𐐒 ❥', 'id': 909626827, 'id_str': '909626827', 'indices': [0, 13]}], 'urls': []}"
2021-02-13 02:19:06+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sidward1997', 'name': '💘', 'id': 605710595, 'id_str': '605710595', 'indices': [0, 12]}], 'urls': []}"
2021-02-13 02:19:26+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'chongster62', 'name': 'Simon Chong', 'id': 20230544, 'id_str': '20230544', 'indices': [0, 12]}], 'urls': []}"
2021-02-13 02:19:44+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AnimationOnFOX', 'name': 'Animation Domination', 'id': 1126903725266575361, 'id_str': '1126903725266575361', 'indices': [0, 15]}, {'screen_name': 'MeganMullally', 'name': 'Megan Mullally', 'id': 3179977818, 'id_str': '3179977818', 'indices': [16, 30]}, {'screen_name': 'Alanis', 'name': 'Alanis Morissette', 'id': 17399269, 'id_str': '17399269', 'indices': [31, 38]}, {'screen_name': 'chongster62', 'name': 'Simon Chong', 'id': 20230544, 'id_str': '20230544', 'indices': [39, 51]}], 'urls': []}"
2021-02-13 02:20:03+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'GreatNorthFOX', 'name': 'The Great North', 'id': 1126618688885407745, 'id_str': '1126618688885407745', 'indices': [0, 14]}, {'screen_name': 'Alanis', 'name': 'Alanis Morissette', 'id': 17399269, 'id_str': '17399269', 'indices': [15, 22]}, {'screen_name': 'MeganMullally', 'name': 'Megan Mullally', 'id': 3179977818, 'id_str': '3179977818', 'indices': [23, 37]}, {'screen_name': 'chongster62', 'name': 'Simon Chong', 'id': 20230544, 'id_str': '20230544', 'indices': [38, 50]}], 'urls': []}"
2021-02-13 16:15:08+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1360623518409441281, 'id_str': '1360623518409441281', 'indices': [43, 66], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EuHn4Y_WQAE1fqT.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EuHn4Y_WQAE1fqT.jpg', 'url': 'https://t.co/aHbFr2a2qX', 'display_url': 'pic.twitter.com/aHbFr2a2qX', 'expanded_url': 'https://twitter.com/hulu/status/1360623549493501953/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 600, 'h': 338, 'resize': 'fit'}, 'medium': {'w': 600, 'h': 338, 'resize': 'fit'}, 'large': {'w': 600, 'h': 338, 'resize': 'fit'}}}]}"
2021-02-13 18:08:44+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'LoveVictorHulu', 'name': 'Love, Victor', 'id': 1230893316763316224, 'id_str': '1230893316763316224', 'indices': [0, 15]}], 'urls': []}"
2021-02-13 19:19:59+00:00,"{'hashtags': [{'text': 'SisterSister', 'indices': [72, 85]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
2021-02-13 19:30:06+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'blackishabc', 'name': 'black-ish', 'id': 2330975353, 'id_str': '2330975353', 'indices': [0, 12]}, {'screen_name': 'ABCNetwork', 'name': 'ABC', 'id': 631478663, 'id_str': '631478663', 'indices': [13, 24]}], 'urls': []}"
2021-02-13 20:13:43+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RhawCobain', 'name': 'Rhaw Cobain', 'id': 402906341, 'id_str': '402906341', 'indices': [0, 11]}, {'screen_name': 'GreatNorthFOX', 'name': 'The Great North', 'id': 1126618688885407745, 'id_str': '1126618688885407745', 'indices': [12, 26]}], 'urls': []}"
2021-02-13 20:14:52+00:00,"{'hashtags': [{'text': 'nospoilers', 'indices': [47, 58]}], 'symbols': [], 'user_mentions': [{'screen_name': 'dtx_marii', 'name': 'ThePiscesPimp♓️', 'id': 2310617348, 'id_str': '2310617348', 'indices': [0, 10]}], 'urls': []}"
2021-02-13 20:15:18+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sar__uhhh', 'name': 'Sar👽', 'id': 1153421361722855424, 'id_str': '1153421361722855424', 'indices': [0, 10]}], 'urls': []}"
2021-02-13 20:15:56+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '1youngdiamond', 'name': 'diamond', 'id': 2601511923, 'id_str': '2601511923', 'indices': [0, 14]}], 'urls': []}"
2021-02-13 20:17:07+00:00,"{'hashtags': [{'text': 'lifeisunfair', 'indices': [43, 56]}], 'symbols': [], 'user_mentions': [{'screen_name': 'PunkassMason', 'name': 'mase', 'id': 2509495234, 'id_str': '2509495234', 'indices': [0, 13]}], 'urls': []}"
2021-02-13 20:17:40+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'twelveDOTsol', 'name': 'xii.Sol', 'id': 100649772, 'id_str': '100649772', 'indices': [0, 13]}], 'urls': []}"
2021-02-13 20:18:34+00:00,"{'hashtags': [{'text': 'superstore', 'indices': [34, 45]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Yeah_Leek', 'name': 'Leek', 'id': 474547532, 'id_str': '474547532', 'indices': [0, 10]}], 'urls': []}"
2021-02-13 20:19:00+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Thatssoravennn_', 'name': 'Ms. Jackson if your nasty', 'id': 758447751562727426, 'id_str': '758447751562727426', 'indices': [0, 16]}, {'screen_name': 'Yeah_Leek', 'name': 'Leek', 'id': 474547532, 'id_str': '474547532', 'indices': [17, 27]}], 'urls': []}"
2021-02-13 20:19:29+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KodykeRayyy', 'name': 'Ravo', 'id': 99887119, 'id_str': '99887119', 'indices': [0, 12]}], 'urls': []}"
2021-02-13 20:20:00+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DoubleAAOff', 'name': 'Aaron Schiffman', 'id': 433924768, 'id_str': '433924768', 'indices': [0, 12]}, {'screen_name': 'AmydSier', 'name': '✨B7byBrandy 🙌', 'id': 918107383871746048, 'id_str': '918107383871746048', 'indices': [13, 22]}, {'screen_name': '4everBrandy', 'name': 'b r a n d y', 'id': 27406401, 'id_str': '27406401', 'indices': [23, 35]}, {'screen_name': 'disneyplus', 'name': 'Disney+', 'id': 985916593065476096, 'id_str': '985916593065476096', 'indices': [36, 47]}, {'screen_name': 'Spotify', 'name': 'Spotify', 'id': 17230018, 'id_str': '17230018', 'indices': [48, 56]}], 'urls': []}"
2021-02-13 20:20:25+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DontPushPause', 'name': 'Don’t Push Pause Podcast', 'id': 1081603227181875202, 'id_str': '1081603227181875202', 'indices': [0, 14]}], 'urls': []}"
2021-02-13 20:20:48+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MariahsMirage', 'name': 'COLD 🍕 PiZZA', 'id': 117851560, 'id_str': '117851560', 'indices': [0, 14]}], 'urls': []}"
2021-02-13 20:21:23+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'isabel1617', 'name': 'Isabel Jasso ✨', 'id': 286563001, 'id_str': '286563001', 'indices': [0, 11]}, {'screen_name': 'sandragnzzz', 'name': 'S 🦋', 'id': 247561967, 'id_str': '247561967', 'indices': [12, 24]}], 'urls': []}"
2021-02-13 20:21:58+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'IesbianjuIes', 'name': 'max', 'id': 1063616121226563584, 'id_str': '1063616121226563584', 'indices': [0, 13]}, {'screen_name': 'mascngooding', 'name': 'mikayla', 'id': 2348873155, 'id_str': '2348873155', 'indices': [14, 27]}, {'screen_name': 'LoveVictorHulu', 'name': 'Love, Victor', 'id': 1230893316763316224, 'id_str': '1230893316763316224', 'indices': [28, 43]}], 'urls': []}"
2021-02-13 20:22:16+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'GGUTI01', 'name': 'GiL', 'id': 262911257, 'id_str': '262911257', 'indices': [0, 8]}], 'urls': []}"
2021-02-13 20:23:39+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'kenaenikoi', 'name': 'Kenaé Nikoi', 'id': 342307005, 'id_str': '342307005', 'indices': [0, 11]}, {'screen_name': 'BriaMaria92', 'name': 'Bria', 'id': 134989934, 'id_str': '134989934', 'indices': [12, 24]}], 'urls': [], 'media': [{'id': 1360686081746690049, 'id_str': '1360686081746690049', 'indices': [52, 75], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EuIgyDlUYAEg1a2.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EuIgyDlUYAEg1a2.jpg', 'url': 'https://t.co/Menqj2Blmq', 'display_url': 'pic.twitter.com/Menqj2Blmq', 'expanded_url': 'https://twitter.com/hulu/status/1360686091599192064/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 480, 'h': 454, 'resize': 'fit'}, 'medium': {'w': 480, 'h': 454, 'resize': 'fit'}, 'small': {'w': 480, 'h': 454, 'resize': 'fit'}}}]}"
2021-02-13 20:25:19+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'kenaenikoi', 'name': 'Kenaé Nikoi', 'id': 342307005, 'id_str': '342307005', 'indices': [0, 11]}, {'screen_name': 'BriaMaria92', 'name': 'Bria', 'id': 134989934, 'id_str': '134989934', 'indices': [12, 24]}], 'urls': []}"
2021-02-13 20:25:50+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'squiddypus', 'name': '🦑 Squiddypus 🐙', 'id': 986157523551117312, 'id_str': '986157523551117312', 'indices': [0, 11]}], 'urls': []}"
2021-02-13 20:26:11+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ThatKhadijaGirl', 'name': 'Emma Aispuro', 'id': 120511677, 'id_str': '120511677', 'indices': [0, 16]}], 'urls': []}"
2021-02-13 20:26:40+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'solomongeorgio', 'name': 'Solomon Georgio', 'id': 19724858, 'id_str': '19724858', 'indices': [0, 15]}], 'urls': []}"
2021-02-13 20:26:59+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'phlhh', 'name': 'Naro✨', 'id': 4442738189, 'id_str': '4442738189', 'indices': [0, 6]}], 'urls': []}"
2021-02-13 20:27:19+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JaimesSyrin', 'name': '♌️🔥Syrin The Leo Bitch 🔥♌️', 'id': 1298436420722257920, 'id_str': '1298436420722257920', 'indices': [0, 12]}], 'urls': []}"
2021-02-13 20:28:42+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '7_revealed', 'name': 'Denise', 'id': 3027965404, 'id_str': '3027965404', 'indices': [0, 11]}, {'screen_name': 'ava', 'name': 'Ava DuVernay', 'id': 14982804, 'id_str': '14982804', 'indices': [12, 16]}, {'screen_name': 'Citibank', 'name': 'Citibank', 'id': 80374332, 'id_str': '80374332', 'indices': [17, 26]}, {'screen_name': 'paleycenter', 'name': 'paleycenter', 'id': 22511769, 'id_str': '22511769', 'indices': [27, 39]}], 'urls': [], 'media': [{'id': 1360687359755317248, 'id_str': '1360687359755317248', 'indices': [56, 79], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EuIh8ciUcAA7wx5.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EuIh8ciUcAA7wx5.jpg', 'url': 'https://t.co/w8zP1lr4Oh', 'display_url': 'pic.twitter.com/w8zP1lr4Oh', 'expanded_url': 'https://twitter.com/hulu/status/1360687365069545476/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 480, 'h': 270, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 480, 'h': 270, 'resize': 'fit'}, 'large': {'w': 480, 'h': 270, 'resize': 'fit'}}}]}"
2021-02-13 20:28:58+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NikkiGiveTheBs', 'name': 'Hooligan', 'id': 431345837, 'id_str': '431345837', 'indices': [0, 15]}], 'urls': []}"
2021-02-13 20:29:22+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'okslimmm', 'name': 'Big Slim™\U0001f90d', 'id': 3519768144, 'id_str': '3519768144', 'indices': [0, 9]}], 'urls': []}"
2021-02-13 20:30:04+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KtClark323', 'name': 'Kt', 'id': 38202581, 'id_str': '38202581', 'indices': [0, 11]}], 'urls': []}"
2021-02-13 20:30:22+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BelaKreo', 'name': 'Ce. 💍👶🏽💙', 'id': 365228718, 'id_str': '365228718', 'indices': [0, 9]}], 'urls': []}"
2021-02-13 20:31:21+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'rodrigosworld81', 'name': 'rodrigosworld81', 'id': 351321906, 'id_str': '351321906', 'indices': [0, 16]}], 'urls': [], 'media': [{'id': 1360688023273230336, 'id_str': '1360688023273230336', 'indices': [32, 55], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EuIijEVUUAARq8E.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EuIijEVUUAARq8E.jpg', 'url': 'https://t.co/nrUBNAaZq2', 'display_url': 'pic.twitter.com/nrUBNAaZq2', 'expanded_url': 'https://twitter.com/hulu/status/1360688028713295872/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 480, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 480, 'h': 360, 'resize': 'fit'}, 'small': {'w': 480, 'h': 360, 'resize': 'fit'}}}]}"
2021-02-13 20:31:45+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ameliaferro2', 'name': 'ameliaferro', 'id': 1259973037585244160, 'id_str': '1259973037585244160', 'indices': [0, 13]}], 'urls': []}"
2021-02-13 20:32:04+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'barely_a_spec', 'name': 'barely a spec 🏳️\u200d🌈', 'id': 1093263310236123144, 'id_str': '1093263310236123144', 'indices': [0, 14]}], 'urls': []}"
2021-02-13 20:32:17+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JaNaeShuz', 'name': 'Tevin Campbell Stan Account 🍀', 'id': 1211481147210731520, 'id_str': '1211481147210731520', 'indices': [0, 10]}], 'urls': []}"
2021-02-13 20:32:39+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'IllestBeBeAlive', 'name': '👁said what👁said 🗣💬', 'id': 933433044517687296, 'id_str': '933433044517687296', 'indices': [0, 16]}], 'urls': []}"
2021-02-13 20:33:04+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'IllestBeBeAlive', 'name': '👁said what👁said 🗣💬', 'id': 933433044517687296, 'id_str': '933433044517687296', 'indices': [0, 16]}], 'urls': []}"
2021-02-13 20:33:32+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lilbitwho', 'name': 'Nic', 'id': 197636665, 'id_str': '197636665', 'indices': [0, 10]}], 'urls': []}"
2021-02-13 20:33:53+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'TiaaDeee', 'name': '🖤🍯', 'id': 47424548, 'id_str': '47424548', 'indices': [0, 9]}], 'urls': []}"
2021-02-13 20:34:55+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Chipmunk_Fairy', 'name': 'Jasmine M', 'id': 916453997262921729, 'id_str': '916453997262921729', 'indices': [0, 15]}], 'urls': [], 'media': [{'id': 1360688923681251334, 'id_str': '1360688923681251334', 'indices': [16, 39], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EuIjXenUYAYbv4g.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EuIjXenUYAYbv4g.jpg', 'url': 'https://t.co/Sgs835EBfZ', 'display_url': 'pic.twitter.com/Sgs835EBfZ', 'expanded_url': 'https://twitter.com/hulu/status/1360688929054224384/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 480, 'h': 306, 'resize': 'fit'}, 'large': {'w': 480, 'h': 306, 'resize': 'fit'}, 'small': {'w': 480, 'h': 306, 'resize': 'fit'}}}]}"
2021-02-13 20:35:41+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'anguishVI', 'name': 'Anguish', 'id': 578644480, 'id_str': '578644480', 'indices': [0, 10]}], 'urls': [], 'media': [{'id': 1360689116581490688, 'id_str': '1360689116581490688', 'indices': [27, 50], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EuIjitOUcAAlokP.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EuIjitOUcAAlokP.jpg', 'url': 'https://t.co/P3PDHkCS5p', 'display_url': 'pic.twitter.com/P3PDHkCS5p', 'expanded_url': 'https://twitter.com/hulu/status/1360689121807593473/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 480, 'h': 364, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 480, 'h': 364, 'resize': 'fit'}, 'small': {'w': 480, 'h': 364, 'resize': 'fit'}}}]}"
2021-02-13 21:30:01+00:00,"{'hashtags': [{'text': 'FramingBritneySpears', 'indices': [56, 77]}], 'symbols': [], 'user_mentions': [{'screen_name': 'starksamantha', 'name': 'Samantha Stark', 'id': 71320032, 'id_str': '71320032', 'indices': [87, 101]}], 'urls': [{'url': 'https://t.co/oSoCLkdDcA', 'expanded_url': 'https://twitter.com/i/web/status/1360702794118873088', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
2021-02-14 01:48:00+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}"
2021-02-14 02:23:52+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1360776703753166852, 'id_str': '1360776703753166852', 'indices': [38, 61], 'media_url': 'http://pbs.twimg.com/media/EuJzM83VoAQUDIw.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EuJzM83VoAQUDIw.jpg', 'url': 'https://t.co/Dw2Hj9hyNY', 'display_url': 'pic.twitter.com/Dw2Hj9hyNY', 'expanded_url': 'https://twitter.com/hulu/status/1360776745712951305/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'large': {'w': 1920, 'h': 1080, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]}"
2021-02-14 02:26:28+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ScandalABC', 'name': 'Scandal', 'id': 288304848, 'id_str': '288304848', 'indices': [28, 39]}, {'screen_name': 'LoveVictorHulu', 'name': 'Love, Victor', 'id': 1230893316763316224, 'id_str': '1230893316763316224', 'indices': [65, 80]}], 'urls': []}"
2021-02-14 02:28:03+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ModernFam', 'name': 'Modern Family', 'id': 189248614, 'id_str': '189248614', 'indices': [29, 39]}, {'screen_name': 'normalpeople', 'name': 'Normal People', 'id': 1162041896866205697, 'id_str': '1162041896866205697', 'indices': [69, 82]}], 'urls': []}"
2021-02-14 02:29:22+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NBCThisisUs', 'name': 'This Is Us', 'id': 712784228493037568, 'id_str': '712784228493037568', 'indices': [29, 41]}, {'screen_name': 'blackishabc', 'name': 'black-ish', 'id': 2330975353, 'id_str': '2330975353', 'indices': [66, 78]}], 'urls': []}"
2021-02-14 02:30:57+00:00,"{'hashtags': [{'text': 'Cheers', 'indices': [63, 70]}], 'symbols': [], 'user_mentions': [{'screen_name': 'TheBoldTypeTV', 'name': 'The Bold Type', 'id': 817202267929460736, 'id_str': '817202267929460736', 'indices': [26, 40]}], 'urls': []}"
2021-02-14 02:31:57+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Melody22M', 'name': 'Melody 22', 'id': 517105402, 'id_str': '517105402', 'indices': [0, 10]}], 'urls': []}"
2021-02-14 02:32:50+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'eadmpundehm', 'name': 'Pundehm🚀 | JATP season 2?', 'id': 1071086871185367040, 'id_str': '1071086871185367040', 'indices': [0, 12]}], 'urls': []}"
2021-02-14 02:33:20+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JnovaW', 'name': 'JNova', 'id': 2814256838, 'id_str': '2814256838', 'indices': [0, 7]}], 'urls': []}"
2021-02-14 02:34:00+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'edwardistheman', 'name': 'Edward Sanchez', 'id': 78109015, 'id_str': '78109015', 'indices': [0, 15]}], 'urls': [], 'media': [{'id': 1360779289713500162, 'id_str': '1360779289713500162', 'indices': [26, 49], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EuJ1jeUU4AIBrEa.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EuJ1jeUU4AIBrEa.jpg', 'url': 'https://t.co/dRxnxixUgt', 'display_url': 'pic.twitter.com/dRxnxixUgt', 'expanded_url': 'https://twitter.com/hulu/status/1360779295019331588/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 498, 'h': 280, 'resize': 'fit'}, 'small': {'w': 498, 'h': 280, 'resize': 'fit'}, 'large': {'w': 498, 'h': 280, 'resize': 'fit'}}}]}"
2021-02-14 02:35:51+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'jeromesaysword', 'name': 'Jerome says WORD!', 'id': 1220059834202120193, 'id_str': '1220059834202120193', 'indices': [0, 15]}], 'urls': [], 'media': [{'id': 1360779753574133764, 'id_str': '1360779753574133764', 'indices': [16, 39], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EuJ1-eVUcAQ_YCv.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EuJ1-eVUcAQ_YCv.jpg', 'url': 'https://t.co/dmhkYR3tKC', 'display_url': 'pic.twitter.com/dmhkYR3tKC', 'expanded_url': 'https://twitter.com/hulu/status/1360779759165210624/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 500, 'h': 250, 'resize': 'fit'}, 'small': {'w': 500, 'h': 250, 'resize': 'fit'}, 'medium': {'w': 500, 'h': 250, 'resize': 'fit'}}}]}"
2021-02-14 02:51:17+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CreoleMammi', 'name': 'ThePurestHoney', 'id': 367182460, 'id_str': '367182460', 'indices': [0, 12]}], 'urls': []}"
2021-02-14 02:52:02+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'cheyannearieel', 'name': 'Chey', 'id': 3283571358, 'id_str': '3283571358', 'indices': [0, 15]}], 'urls': []}"
2021-02-14 02:52:26+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '_raSHADE_', 'name': 'Rashad Hardrick', 'id': 2480324701, 'id_str': '2480324701', 'indices': [0, 10]}], 'urls': []}"
2021-02-14 02:53:11+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DuhImMixed', 'name': 'Issa Mom ❤', 'id': 267574363, 'id_str': '267574363', 'indices': [0, 11]}], 'urls': []}"
2021-02-14 02:54:00+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '__detroitmade', 'name': 'SAM I AM🥀', 'id': 319760182, 'id_str': '319760182', 'indices': [0, 14]}], 'urls': []}"
2021-02-14 02:54:51+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'mollyernstes', 'name': 'molly', 'id': 1097542605406121991, 'id_str': '1097542605406121991', 'indices': [0, 13]}], 'urls': [], 'media': [{'id': 1360784514788696065, 'id_str': '1360784514788696065', 'indices': [30, 53], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EuJ6TnPVIAELCGU.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EuJ6TnPVIAELCGU.jpg', 'url': 'https://t.co/gM2qBZtxp9', 'display_url': 'pic.twitter.com/gM2qBZtxp9', 'expanded_url': 'https://twitter.com/hulu/status/1360784541896572930/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 400, 'h': 274, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 400, 'h': 274, 'resize': 'fit'}, 'medium': {'w': 400, 'h': 274, 'resize': 'fit'}}}]}"
2021-02-14 02:55:34+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'president_sheed', 'name': 'Shooter Shane', 'id': 46938566, 'id_str': '46938566', 'indices': [0, 16]}], 'urls': []}"
2021-02-14 02:57:06+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JobieBattle', 'name': 'Jobie Battle', 'id': 110567506, 'id_str': '110567506', 'indices': [0, 12]}], 'urls': []}"
2021-02-14 02:57:38+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'tiannamarina', 'name': 'TEA', 'id': 184926870, 'id_str': '184926870', 'indices': [0, 13]}], 'urls': []}"
2021-02-14 02:58:52+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Chad_1906', 'name': 'Chad Tucker', 'id': 164123356, 'id_str': '164123356', 'indices': [0, 10]}], 'urls': []}"
2021-02-14 02:59:40+00:00,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'yanathecreatorr', 'name': 'brown suga 🦋', 'id': 1853263627, 'id_str': '1853263627', 'indices': [0, 16]}], 'urls': []}"
