created_at,text,entities
2021-02-10 11:59:01+00:00,@enchantress931 @sashabrisbane @NetflixMY Eh takde dah Gossip Girl? Tak sempat nk rewatch.,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'enchantress931', 'name': 'noice / GONE.', 'id': 1164533493134585858, 'id_str': '1164533493134585858', 'indices': [0, 15]}, {'screen_name': 'sashabrisbane', 'name': '𝒮𝒶𝓈𝒽𝒶 𝒮𝒶𝓁𝓋𝒶𝓉𝑜𝓇𝑒 🤍', 'id': 4492171160, 'id_str': '4492171160', 'indices': [16, 30]}, {'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [31, 41]}], 'urls': []}"
2021-02-10 11:57:55+00:00,@nrsyzwn__ @NetflixMY @ffhhzqh_ Terima kasih tau 🥺,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'nrsyzwn__', 'name': 'NS.', 'id': 918386930152226816, 'id_str': '918386930152226816', 'indices': [0, 10]}, {'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [11, 21]}, {'screen_name': 'ffhhzqh_', 'name': '🍪', 'id': 1237558620, 'id_str': '1237558620', 'indices': [22, 31]}], 'urls': []}"
2021-02-10 11:56:07+00:00,"@itsfarhana5 @NetflixMY ✅Space Sweepers
✅The Yin-Yang Master: Dream of Eternity
✅San Andreas
✅The Bad Guys: Reign of Chaos
✅18 Again","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'itsfarhana5', 'name': 'its_farhana', 'id': 1303688221826535424, 'id_str': '1303688221826535424', 'indices': [0, 12]}, {'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [13, 23]}], 'urls': []}"
2021-02-10 11:54:41+00:00,@NetflixMY Admin perluasan subtitles bm.. kecian pade y xpandai eng dan xpsl2 kite y jd subtitles.. 😂😂😂,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [0, 10]}], 'urls': []}"
2021-02-10 11:52:44+00:00,"@lrwanAffandi @NetflixMY ""homework""","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lrwanAffandi', 'name': 'fendi 💭', 'id': 583853642, 'id_str': '583853642', 'indices': [0, 13]}, {'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [14, 24]}], 'urls': []}"
2021-02-10 11:51:01+00:00,@NetflixMY Sudah tiada Donnie Yen 😭,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [0, 10]}], 'urls': []}"
2021-02-10 11:50:15+00:00,@NetflixMY Min...request la masukkan citer jepun byk sikit,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [0, 10]}], 'urls': []}"
2021-02-10 11:48:51+00:00,@NetflixMY Best citer ni,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [0, 10]}], 'urls': []}"
2021-02-10 11:47:41+00:00,@kamil_arifff @NetflixMY Boooo,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'kamil_arifff', 'name': 'Kamil', 'id': 796432987, 'id_str': '796432987', 'indices': [0, 13]}, {'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [14, 24]}], 'urls': []}"
2021-02-10 11:47:36+00:00,@azhani1501 @NetflixMY Ooo i see...tq,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'azhani1501', 'name': 'Azhani Hassan', 'id': 132939032, 'id_str': '132939032', 'indices': [0, 11]}, {'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [12, 22]}], 'urls': []}"
2021-02-10 11:46:38+00:00,"@NetflixMY Netflix, bila When Calls the Heart musim 7 nak masuk Netflix Malaysia ni??😭😭🥺🥺","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [0, 10]}], 'urls': []}"
2021-02-10 11:45:58+00:00,@fahrulazmi @NetflixMY Kejap ye,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'fahrulazmi', 'name': 'fhrl.dev', 'id': 8684352, 'id_str': '8684352', 'indices': [0, 11]}, {'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [12, 22]}], 'urls': []}"
2021-02-10 11:45:53+00:00,Diorang suka @NetflixMY harus pakai bahasa rojak atau sinetron Jakarta ala Nia Ramadhani atau Randy Pangalila artis… https://t.co/l74hnkbCWG,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [13, 23]}], 'urls': [{'url': 'https://t.co/l74hnkbCWG', 'expanded_url': 'https://twitter.com/i/web/status/1359468629742391300', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
2021-02-10 11:45:33+00:00,@husnizaim1999 @ziLbiskuT @mfahm1y @marioskyjuice @zamirmohyedin @annazrulan @NetflixMY Nama pun Ip Man mesti la in… https://t.co/T7fXIABPG0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'husnizaim1999', 'name': 'ackerman', 'id': 1069890399198564352, 'id_str': '1069890399198564352', 'indices': [0, 14]}, {'screen_name': 'ziLbiskuT', 'name': 'ziLbiskuT', 'id': 453262292, 'id_str': '453262292', 'indices': [15, 25]}, {'screen_name': 'mfahm1y', 'name': 'محمد فهمي 🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾', 'id': 135081809, 'id_str': '135081809', 'indices': [26, 34]}, {'screen_name': 'marioskyjuice', 'name': 'Mario', 'id': 223951222, 'id_str': '223951222', 'indices': [35, 49]}, {'screen_name': 'zamirmohyedin', 'name': 'Zamir Mohyedin', 'id': 1149951007, 'id_str': '1149951007', 'indices': [50, 64]}, {'screen_name': 'annazrulan', 'name': 'Anaz. iDevice repair 📱', 'id': 44297917, 'id_str': '44297917', 'indices': [65, 76]}, {'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [77, 87]}], 'urls': [{'url': 'https://t.co/T7fXIABPG0', 'expanded_url': 'https://twitter.com/i/web/status/1359468544946106372', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
2021-02-10 11:44:23+00:00,@zamirmohyedin @NetflixMY https://t.co/Tdtn1huynB,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'zamirmohyedin', 'name': 'Zamir Mohyedin', 'id': 1149951007, 'id_str': '1149951007', 'indices': [0, 14]}, {'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [15, 25]}], 'urls': [], 'media': [{'id': 1359468244822683649, 'id_str': '1359468244822683649', 'indices': [26, 49], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/Et3NKngUcAEwJdk.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/Et3NKngUcAEwJdk.jpg', 'url': 'https://t.co/Tdtn1huynB', 'display_url': 'pic.twitter.com/Tdtn1huynB', 'expanded_url': 'https://twitter.com/saudagarunta/status/1359468253232328704/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 500, 'h': 250, 'resize': 'fit'}, 'small': {'w': 500, 'h': 250, 'resize': 'fit'}, 'medium': {'w': 500, 'h': 250, 'resize': 'fit'}}}]}"
2021-02-10 11:43:50+00:00,@NetflixMY min minta masukkan Critical Eleven pleaseeeeee?,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [0, 10]}], 'urls': []}"
2021-02-10 11:42:35+00:00,@suffiyahrosli @hasiffwilson @NetflixMY Sumpah matiiii sumpahhh matiii,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'suffiyahrosli', 'name': 'suffi', 'id': 704191920881291264, 'id_str': '704191920881291264', 'indices': [0, 14]}, {'screen_name': 'hasiffwilson', 'name': 'Ali Bakar', 'id': 951265249, 'id_str': '951265249', 'indices': [15, 28]}, {'screen_name': 'NetflixMY', 'name': 'Netflix Malaysia', 'id': 4444965133, 'id_str': '4444965133', 'indices': [29, 39]}], 'urls': []}"
