Date Collected,Count
09/02/2021,836970
10/02/2021,837395
11/02/2021,837682
12/02/2021,837968
13/02/2021,838224
14/02/2021,838454
15/02/2021,838733
16/02/2021,838979
17/02/2021,839302
18/02/2021,839656
19/02/2021,839802
20/02/2021,840133
21/02/2021,840491
22/02/2021,840845
